sensor_read,model_index,expected,predicted
[58. 59. 68. 68. 44. 31.],0,0.0,0.0
[88. 90. 85. 87. 85. 86.],0,1.0,1.0
[90. 87. 89. 86. 88. 88.],0,1.0,1.0
[86. 89. 89. 85. 88. 88.],0,1.0,1.0
[88. 86. 87. 87. 90. 90.],0,1.0,1.0
[30. 39. 26. 74. 27. 72.],0,0.0,0.0
[89. 89. 86. 86. 86. 85.],0,1.0,1.0
[90. 90. 87. 87. 90. 85.],0,1.0,1.0
[87. 87. 89. 87. 88. 85.],0,1.0,1.0
[87. 88. 85. 89. 89. 88.],0,1.0,1.0
[24. 57.  2. 66. 37. 39.],0,0.0,0.0
[74. 68. 63.  3. 15. 64.],0,0.0,0.0
[87. 88. 88. 87. 89. 87.],0,1.0,1.0
[59. 71. 36. 23. 72. 19.],0,0.0,0.0
[ 1. 15. 37. 62. 75. 67.],0,0.0,0.0
[39. 69. 46. 64. 15. 30.],0,0.0,0.0
[87. 85. 85. 86. 88. 87.],0,1.0,1.0
[89. 88. 87. 89. 89. 86.],0,1.0,1.0
[33. 62.  5. 71. 21. 36.],0,0.0,0.0
[20. 29.  6.  8. 82. 67.],0,0.0,0.0
[88. 87. 87. 88. 89. 87.],0,1.0,1.0
[87. 86. 87. 87. 89. 90.],0,1.0,1.0
[89. 89. 85. 86. 90. 89.],0,1.0,1.0
[34. 46. 81.  4. 70.  6.],0,0.0,0.0
[85. 89. 88. 86. 88. 88.],0,1.0,1.0
[89. 86. 85. 89. 88. 90.],0,1.0,1.0
[67. 21. 40. 39. 80. 39.],0,0.0,0.0
[89. 87. 88. 88. 88. 88.],0,1.0,1.0
[89. 86. 90. 85. 86. 86.],0,1.0,1.0
[61. 11. 38. 32. 39. 59.],0,0.0,0.0
[85. 85. 88. 88. 89. 85.],0,1.0,1.0
[89. 89. 87. 88. 88. 90.],0,1.0,1.0
[87. 88. 87. 88. 85. 85.],0,1.0,1.0
[41. 18. 22. 67. 31. 36.],0,0.0,0.0
[81.  9.  9. 71. 64. 78.],0,0.0,0.0
[12. 64. 14. 16. 22. 47.],0,0.0,0.0
[57. 84. 25. 40. 17. 14.],0,0.0,0.0
[87. 87. 88. 89. 90. 86.],0,1.0,1.0
[86. 89. 88. 85. 89. 86.],0,1.0,1.0
[90. 90. 89. 90. 86. 85.],0,1.0,1.0
[34. 74. 23. 65. 24.  1.],0,0.0,0.0
[90. 89. 85. 89. 86. 86.],0,1.0,1.0
[82. 12. 76. 22. 74.  4.],0,0.0,0.0
[90. 89. 90. 87. 88. 87.],0,1.0,1.0
[89. 89. 86. 87. 86. 85.],0,1.0,1.0
[49. 34. 21. 13. 75.  0.],0,0.0,0.0
[87. 85. 85. 87. 88. 86.],0,1.0,1.0
[56. 58.  7. 76. 63. 40.],0,0.0,0.0
[88. 85. 88. 87. 87. 86.],0,1.0,1.0
[35. 66. 14. 58. 71. 13.],0,0.0,0.0
[22. 57. 14. 52. 26. 35.],0,0.0,0.0
[87. 86. 89. 88. 88. 90.],0,1.0,1.0
[86. 86. 86. 87. 89. 85.],0,1.0,1.0
[37.  6. 59. 13.  6. 41.],0,0.0,0.0
[85. 88. 90. 89. 88. 85.],0,1.0,1.0
[76. 47. 57. 35. 65. 79.],0,0.0,0.0
[88. 87. 85. 86. 87. 90.],0,1.0,1.0
[87. 88. 85. 89. 88. 85.],0,1.0,1.0
[88. 85. 90. 87. 85. 89.],0,1.0,1.0
[34.  6. 42. 47. 24. 84.],0,0.0,0.0
[73.  7.  1. 48. 32. 25.],0,0.0,0.0
[88. 86. 89. 87. 90. 88.],0,1.0,1.0
[87. 89. 90. 85. 86. 88.],0,1.0,1.0
[ 8. 46. 79. 49. 17. 53.],0,0.0,0.0
[26. 43. 51. 22. 45.  5.],0,0.0,0.0
[85. 88. 90. 89. 87. 85.],0,1.0,1.0
[90. 87. 86. 90. 86. 87.],0,1.0,1.0
[87. 85. 88. 86. 86. 86.],0,1.0,1.0
[31. 32. 34. 81. 17. 76.],0,0.0,0.0
[88. 88. 85. 89. 88. 86.],0,1.0,1.0
[90. 88. 86. 87. 89. 88.],0,1.0,1.0
[70.  1. 33. 68. 84. 74.],0,0.0,0.0
[88. 90. 85. 87. 89. 90.],0,1.0,1.0
[87. 88. 85. 87. 87. 85.],0,1.0,1.0
[90. 85. 85. 85. 89. 87.],0,1.0,1.0
[20. 72. 14. 68. 83. 11.],0,0.0,0.0
[87. 88. 90. 87. 88. 85.],0,1.0,1.0
[56. 75. 13. 13. 74.  2.],0,0.0,0.0
[87. 90. 87. 86. 90. 87.],0,1.0,1.0
[62. 26. 54. 44. 64. 13.],0,0.0,0.0
[84. 68. 67. 16. 57. 51.],0,0.0,0.0
[86. 87. 85. 89. 89. 86.],0,1.0,1.0
[87. 87. 86. 90. 88. 90.],0,1.0,1.0
[88. 88. 86. 88. 85. 87.],0,1.0,1.0
[31. 64. 50. 73. 62. 30.],0,0.0,0.0
[87. 87. 86. 89. 89. 87.],0,1.0,1.0
[88. 85. 87. 85. 90. 86.],0,1.0,1.0
[87. 90. 85. 86. 90. 88.],0,1.0,1.0
[67. 30.  9. 50. 45.  4.],0,0.0,0.0
[85. 88. 88. 90. 85. 86.],0,1.0,1.0
[87. 86. 85. 88. 89. 87.],0,1.0,1.0
[88. 86. 88. 86. 85. 89.],0,1.0,1.0
[88. 88. 86. 85. 89. 89.],0,1.0,1.0
[90. 89. 86. 86. 87. 89.],0,1.0,1.0
[86. 86. 90. 85. 88. 86.],0,1.0,1.0
[72. 70.  8.  6. 36. 20.],0,0.0,0.0
[ 8. 43. 33. 39.  8. 51.],0,0.0,0.0
[36. 15. 77.  9. 20. 70.],0,0.0,0.0
[21. 47. 67. 80. 74. 80.],0,0.0,0.0
[87. 85. 90. 86. 85. 87.],0,1.0,1.0
[90. 88. 87. 90. 90. 87.],0,1.0,1.0
[60.  0. 70. 40. 82. 55.],0,0.0,0.0
[21.  8. 37. 77. 23. 24.],0,0.0,0.0
[85. 90. 86. 90. 88. 89.],0,1.0,1.0
[55. 14. 54. 43. 52. 44.],0,0.0,0.0
[ 8. 67. 82. 72. 14. 55.],0,0.0,0.0
[20. 44.  6. 84. 76.  0.],0,0.0,0.0
[78. 46. 12.  0. 70. 77.],0,0.0,0.0
[61. 74. 44. 79.  4. 26.],0,0.0,0.0
[88. 87. 90. 86. 87. 89.],0,1.0,1.0
[30. 15. 55.  8. 79. 70.],0,0.0,0.0
[85. 86. 86. 87. 89. 86.],0,1.0,1.0
[50. 10. 83.  2. 18. 62.],0,0.0,0.0
[42. 50. 37.  9. 24. 66.],0,0.0,0.0
[89. 87. 86. 90. 87. 89.],0,1.0,1.0
[34. 29. 43. 32. 36. 11.],0,0.0,0.0
[85. 90. 89. 90. 88. 87.],0,1.0,1.0
[42. 61. 51. 41. 47. 17.],0,0.0,0.0
[88. 88. 85. 85. 85. 90.],0,1.0,1.0
[11. 27. 42. 46. 54. 77.],0,0.0,0.0
[89. 85. 88. 88. 88. 89.],0,1.0,1.0
[90. 87. 89. 86. 89. 87.],0,1.0,1.0
[64. 48.  6.  9. 59. 50.],0,0.0,0.0
[85. 89. 85. 85. 88. 85.],0,1.0,1.0
[54.  8. 49.  5. 40. 31.],0,0.0,0.0
[40.  3. 45. 27. 23. 67.],0,0.0,0.0
[82. 34.  5. 21. 78. 18.],0,0.0,0.0
[35. 22. 26. 42. 41. 73.],0,0.0,0.0
[ 2. 77.  9.  4. 14. 55.],0,0.0,0.0
[85. 89. 88. 89. 90. 88.],0,1.0,1.0
[88. 87. 89. 90. 87. 85.],0,1.0,1.0
[87. 87. 87. 89. 88. 87.],0,1.0,1.0
[64. 72. 17. 72. 75. 64.],0,0.0,0.0
[78. 16.  1. 62. 42. 54.],0,0.0,0.0
[85. 90. 87. 89. 90. 87.],0,1.0,1.0
[89. 85. 89. 85. 87. 87.],0,1.0,1.0
[90. 85. 89. 88. 88. 90.],0,1.0,1.0
[44. 71. 18.  2. 51. 83.],0,0.0,0.0
[80. 22. 82.  7. 60. 58.],0,0.0,0.0
[88. 88. 88. 90. 86. 88.],0,1.0,1.0
[13. 65. 61. 51. 59. 39.],0,0.0,0.0
[88. 87. 86. 85. 90. 85.],0,1.0,1.0
[ 9. 83. 44. 42. 73. 78.],0,0.0,0.0
[87. 85. 85. 88. 90. 89.],0,1.0,1.0
[63. 33. 64. 78. 81. 49.],0,0.0,0.0
[69. 41. 63. 37.  5. 21.],0,0.0,0.0
[87. 88. 90. 89. 88. 89.],0,1.0,1.0
[46.  8. 68. 27. 57. 50.],0,0.0,0.0
[90. 86. 89. 85. 89. 85.],0,1.0,1.0
[87. 89. 89. 86. 90. 89.],0,1.0,1.0
[86. 87. 86. 86. 86. 87.],0,1.0,1.0
[88. 89. 90. 88. 88. 87.],0,1.0,1.0
[41.  5. 18. 42.  5. 28.],0,0.0,0.0
[22. 65. 41. 83. 24. 12.],0,0.0,0.0
[69. 43. 43. 50. 31. 14.],0,0.0,0.0
[27.  4. 33. 62. 66.  4.],0,0.0,0.0
[54. 44. 35. 31. 12. 73.],0,0.0,0.0
[41. 21. 62. 39. 15. 27.],0,0.0,0.0
[87. 88. 86. 88. 86. 89.],0,1.0,1.0
[90. 87. 88. 87. 87. 88.],0,1.0,1.0
[89. 86. 86. 89. 88. 89.],0,1.0,1.0
[86. 86. 90. 85. 86. 88.],0,1.0,1.0
[89. 89. 87. 90. 86. 89.],0,1.0,1.0
[85. 87. 90. 85. 87. 87.],0,1.0,1.0
[15. 24. 71. 57. 19.  1.],0,0.0,0.0
[89. 87. 87. 89. 86. 86.],0,1.0,1.0
[89. 86. 90. 89. 89. 90.],0,1.0,1.0
[88. 88. 86. 85. 89. 86.],0,1.0,1.0
[32. 30. 42. 30. 20. 14.],0,0.0,0.0
[68. 26.  0. 51. 12. 77.],0,0.0,0.0
[87. 89. 85. 88. 85. 86.],0,1.0,1.0
[47. 70. 43. 11. 34. 69.],0,0.0,0.0
[87. 85. 87. 87. 89. 87.],0,1.0,1.0
[26. 82. 72. 77.  6. 78.],0,0.0,0.0
[ 8. 74. 35. 50. 35. 47.],0,0.0,0.0
[56. 28. 26. 61.  3. 25.],0,0.0,0.0
[85. 90. 85. 89. 88. 89.],0,1.0,1.0
[ 5. 79. 63. 43. 25. 51.],0,0.0,0.0
[57. 22.  6. 37. 82. 59.],0,0.0,0.0
[74. 73. 35.  8. 19. 83.],0,0.0,0.0
[42. 16. 47. 20. 25. 36.],0,0.0,0.0
[89. 89. 86. 90. 89. 86.],0,1.0,1.0
[86. 87. 85. 90. 90. 87.],0,1.0,1.0
[89. 86. 85. 86. 85. 85.],0,1.0,1.0
[39. 43. 43.  7. 37. 34.],0,0.0,0.0
[90. 88. 90. 87. 85. 87.],0,1.0,1.0
[61. 26. 40. 25. 10. 82.],0,0.0,0.0
[50.  4. 42. 39.  4. 64.],0,0.0,0.0
[86. 86. 89. 88. 85. 85.],0,1.0,1.0
[89. 85. 85. 89. 85. 87.],0,1.0,1.0
[90. 87. 90. 89. 86. 86.],0,1.0,1.0
[15. 62.  1. 62. 83. 42.],0,0.0,0.0
[77. 41. 52. 51. 84. 59.],0,0.0,0.0
[90. 85. 86. 89. 85. 85.],0,1.0,1.0
[18. 58. 58.  2. 13. 58.],0,0.0,0.0
[90. 88. 88. 86. 88. 88.],0,1.0,1.0
[87. 89. 85. 90. 89. 90.],0,1.0,1.0
[88. 86. 86. 90. 88. 88.],0,1.0,1.0
[85. 87. 89. 87. 85. 87.],0,1.0,1.0
[90. 89. 88. 87. 86. 87.],0,1.0,1.0
[90. 86. 86. 90. 86. 90.],0,1.0,1.0
[85. 88. 89. 89. 86. 86.],0,1.0,1.0
[85. 86. 88. 88. 90. 90.],0,1.0,1.0
[87. 88. 90. 90. 89. 88.],0,1.0,1.0
[88. 89. 87. 86. 85. 86.],0,1.0,1.0
[28. 66.  2. 55. 25. 13.],0,0.0,0.0
[85. 89. 90. 86. 89. 90.],0,1.0,1.0
[88. 86. 90. 85. 85. 88.],0,1.0,1.0
[85. 88. 85. 88. 88. 85.],0,1.0,1.0
[89. 90. 87. 90. 87. 90.],0,1.0,1.0
[69.  5.  3. 82. 33. 82.],0,0.0,0.0
[ 9. 80. 17. 58. 37.  3.],0,0.0,0.0
[ 1. 56. 72.  9. 82. 33.],0,0.0,0.0
[87. 85. 90. 86. 85. 87.],0,1.0,1.0
[ 0. 40. 18. 75. 19. 43.],0,0.0,0.0
[88. 90. 89. 89. 90. 86.],0,1.0,1.0
[14. 72. 47. 84. 53. 11.],0,0.0,0.0
[85. 86. 88. 86. 88. 85.],0,1.0,1.0
[43. 75. 26. 79. 84.  0.],0,0.0,0.0
[21. 62. 83. 80. 55. 42.],0,0.0,0.0
[48. 23.  3. 76. 26. 81.],0,0.0,0.0
[77. 56. 17. 29. 57.  1.],0,0.0,0.0
[84. 70.  8. 49. 70. 66.],0,0.0,0.0
[54.  2. 27. 66. 16. 14.],0,0.0,0.0
[89. 90. 88. 89. 88. 86.],0,1.0,1.0
[55. 76. 68. 31. 62. 49.],0,0.0,0.0
[85. 86. 88. 89. 87. 89.],0,1.0,1.0
[55. 21. 71.  6. 83. 32.],0,0.0,0.0
[87. 85. 90. 89. 88. 89.],0,1.0,1.0
[86. 87. 87. 90. 87. 87.],0,1.0,1.0
[88. 85. 88. 89. 90. 89.],0,1.0,1.0
[90. 88. 88. 90. 90. 86.],0,1.0,1.0
[86. 89. 89. 85. 89. 89.],0,1.0,1.0
[89. 90. 89. 89. 86. 90.],0,1.0,1.0
[89. 85. 89. 86. 85. 88.],0,1.0,1.0
[89. 90. 86. 88. 85. 85.],0,1.0,1.0
[90. 89. 90. 90. 86. 86.],0,1.0,1.0
[54. 14.  3. 26. 16. 77.],0,0.0,0.0
[86. 87. 87. 89. 88. 88.],0,1.0,1.0
[ 9. 69. 50. 64. 79. 44.],0,0.0,0.0
[85. 88. 86. 86. 85. 87.],0,1.0,1.0
[87. 87. 88. 86. 90. 90.],0,1.0,1.0
[52. 38. 82. 84. 28. 64.],0,0.0,0.0
[27.  3. 64. 17. 59. 46.],0,0.0,0.0
[88. 85. 89. 86. 89. 89.],0,1.0,1.0
[16. 24. 73. 66. 62. 82.],0,0.0,0.0
[51.  1.  3. 13.  0. 19.],0,0.0,0.0
[87. 86. 86. 90. 87. 85.],0,1.0,1.0
[87. 87. 87. 90. 88. 86.],0,1.0,1.0
[29. 18. 60. 57. 84. 72.],0,0.0,0.0
[20. 29. 63.  4. 53. 64.],0,0.0,0.0
[86. 86. 87. 88. 86. 89.],0,1.0,1.0
[85. 89. 87. 87. 85. 89.],0,1.0,1.0
[56. 63. 53. 19.  2. 17.],0,0.0,0.0
[86. 88. 85. 89. 86. 85.],0,1.0,1.0
[11. 30. 15. 27. 47. 67.],0,0.0,0.0
[ 3.  3.  2.  7. 42. 13.],0,0.0,0.0
[90. 88. 85. 86. 89. 89.],0,1.0,1.0
[58. 30. 42. 36. 49. 74.],0,0.0,0.0
[18. 45. 10. 39. 81. 14.],0,0.0,0.0
[ 2. 68. 84. 79. 34. 38.],0,0.0,0.0
[86. 88. 88. 89. 85. 89.],0,1.0,1.0
[88. 88. 89. 87. 89. 88.],0,1.0,1.0
[40. 40.  4. 66. 22. 39.],0,0.0,0.0
[ 3. 34. 13. 60. 66.  0.],0,0.0,0.0
[79. 50. 44. 22. 73. 60.],0,0.0,0.0
[87. 85. 90. 87. 85. 85.],0,1.0,1.0
[57.  5. 74. 68. 36. 53.],0,0.0,0.0
[74. 57. 43. 37. 52. 55.],0,0.0,0.0
[85. 85. 88. 90. 90. 87.],0,1.0,1.0
[87. 86. 88. 87. 88. 85.],0,1.0,1.0
[88. 89. 87. 90. 89. 86.],0,1.0,1.0
[59. 30. 33. 61. 39. 40.],0,0.0,0.0
[78. 48. 77. 72. 34. 56.],0,0.0,0.0
[27. 13.  0. 63. 17. 53.],0,0.0,0.0
[16. 11. 57. 26. 30. 52.],0,0.0,0.0
[13. 74. 51. 58. 44. 12.],0,0.0,0.0
[36. 60. 69.  5. 16. 46.],0,0.0,0.0
[87. 89. 89. 89. 85. 88.],0,1.0,1.0
[33. 17. 63. 62. 24. 67.],0,0.0,0.0
[85. 90. 89. 87. 85. 89.],0,1.0,1.0
[63. 70. 69. 37. 37. 69.],0,0.0,0.0
[21. 48. 26. 11. 19. 68.],0,0.0,0.0
[57. 16. 14.  8. 11. 79.],0,0.0,0.0
[88. 88. 89. 90. 87. 90.],0,1.0,1.0
[75. 10. 32. 27. 49. 66.],0,0.0,0.0
[88. 86. 86. 88. 85. 90.],0,1.0,1.0
[55. 14. 59. 43. 60. 54.],0,0.0,0.0
[ 3. 59.  6. 35. 14. 13.],0,0.0,0.0
[55. 29.  8. 43. 18. 17.],0,0.0,0.0
[ 8.  9. 68. 64. 23. 39.],0,0.0,0.0
[43. 11. 15. 46. 63. 65.],0,0.0,0.0
[88. 85. 86. 87. 86. 85.],0,1.0,1.0
[89. 85. 90. 89. 86. 85.],0,1.0,1.0
[32. 50. 48. 78.  5. 74.],0,0.0,0.0
[87. 89. 88. 89. 90. 87.],0,1.0,1.0
[90. 86. 85. 89. 90. 85.],0,1.0,1.0
[62. 42. 46. 52. 36.  7.],0,0.0,0.0
[ 0. 71. 70. 82. 23. 55.],0,0.0,0.0
[85. 89. 86. 87. 85. 86.],0,1.0,1.0
[87. 87. 87. 85. 89. 85.],0,1.0,1.0
[ 7. 49. 66. 42. 41. 25.],0,0.0,0.0
[19. 39. 44.  3.  7. 48.],0,0.0,0.0
[48. 43. 39. 57. 58. 58.],0,0.0,0.0
[85. 87. 88. 88. 90. 88.],0,1.0,1.0
[85. 87. 87. 86. 89. 89.],0,1.0,1.0
[90. 87. 88. 86. 85. 86.],0,1.0,1.0
[48. 81. 82. 47. 21. 23.],0,0.0,0.0
[88. 88. 87. 89. 89. 87.],0,1.0,1.0
[58. 17. 36. 75. 14. 58.],0,0.0,0.0
[85. 88. 90. 86. 87. 89.],0,1.0,1.0
[37. 55. 51. 76. 19. 37.],0,0.0,0.0
[48. 78. 15. 22. 29. 19.],0,0.0,0.0
[ 9. 54.  1. 54. 35. 24.],0,0.0,0.0
[72. 51. 56. 30. 63.  0.],0,0.0,0.0
[85. 89. 87. 88. 90. 86.],0,1.0,1.0
[86. 90. 89. 90. 85. 87.],0,1.0,1.0
[77. 48. 15.  0.  1.  3.],0,0.0,0.0
[87. 87. 90. 90. 85. 90.],0,1.0,1.0
[ 7. 73. 83. 30.  5. 28.],0,0.0,0.0
[82. 74. 42.  5. 46. 49.],0,0.0,0.0
[90. 85. 88. 89. 88. 89.],0,1.0,1.0
[ 6. 42. 12. 56. 64. 24.],0,0.0,0.0
[58. 67. 83. 74. 49.  3.],0,0.0,0.0
[ 2. 22. 66. 73. 15.  6.],0,0.0,0.0
[88. 90. 89. 89. 86. 86.],0,1.0,1.0
[87. 85. 86. 87. 87. 85.],0,1.0,1.0
[35. 62.  4. 44. 36.  2.],0,0.0,0.0
[28. 30.  0.  7. 58. 32.],0,0.0,0.0
[88. 89. 88. 89. 86. 86.],0,1.0,1.0
[86. 88. 90. 86. 90. 87.],0,1.0,1.0
[89. 89. 86. 85. 90. 88.],0,1.0,1.0
[75.  6. 66. 64. 45. 36.],0,0.0,0.0
[87. 89. 86. 86. 88. 85.],0,1.0,1.0
[35. 15. 43. 43. 80.  3.],0,0.0,0.0
[ 2. 51. 84. 11. 83. 10.],0,0.0,0.0
[ 6. 17. 80. 16.  7. 26.],0,0.0,0.0
[55. 75. 10.  6. 68.  9.],0,0.0,0.0
[ 0.  1. 73. 25. 65. 10.],0,0.0,0.0
[ 9. 31. 41. 71. 42. 74.],0,0.0,0.0
[24. 70. 74. 49. 47.  3.],0,0.0,0.0
[56. 29. 83. 13. 75. 81.],0,0.0,0.0
[89. 87. 87. 86. 85. 85.],0,1.0,1.0
[85. 90. 86. 90. 88. 88.],0,1.0,1.0
[85. 88. 87. 86. 88. 85.],0,1.0,1.0
[87. 88. 89. 88. 85. 90.],0,1.0,1.0
[89. 89. 85. 86. 89. 90.],0,1.0,1.0
[85. 90. 89. 89. 87. 88.],0,1.0,1.0
[76. 84. 43.  4. 29. 21.],0,0.0,0.0
[89. 89. 87. 89. 85. 85.],0,1.0,1.0
[90. 86. 90. 85. 88. 90.],0,1.0,1.0
[87. 85. 85. 87. 85. 90.],0,1.0,1.0
[73. 29. 31. 42. 34. 29.],0,0.0,0.0
[48. 83. 62. 36.  3.  6.],0,0.0,0.0
[87. 86. 87. 86. 90. 86.],0,1.0,1.0
[85. 88. 86. 90. 89. 87.],0,1.0,1.0
[39. 64. 39. 65. 48. 24.],0,0.0,0.0
[77. 51. 27. 15. 29. 64.],0,0.0,0.0
[25. 30. 54. 50. 54. 18.],0,0.0,0.0
[79. 32. 84. 35.  3.  5.],0,0.0,0.0
[90. 86. 88. 86. 86. 87.],0,1.0,1.0
[86. 89. 90. 88. 86. 86.],0,1.0,1.0
[34. 38.  7. 72. 12. 15.],1,0.0,0.0
[88. 86. 88. 88. 85. 87.],1,1.0,1.0
[69.  1. 77. 63. 38.  1.],1,0.0,0.0
[85. 88. 88. 88. 86. 86.],1,1.0,1.0
[86. 85. 89. 86. 88. 85.],1,1.0,1.0
[87. 87. 88. 87. 85. 88.],1,1.0,1.0
[36. 21.  5. 46. 35. 19.],1,0.0,0.0
[81. 49. 53. 60. 33. 69.],1,0.0,0.0
[90. 86. 90. 88. 90. 86.],1,1.0,1.0
[45. 26. 23. 48.  0.  8.],1,0.0,0.0
[82. 35. 24.  9. 31.  8.],1,0.0,0.0
[90. 88. 86. 89. 88. 89.],1,1.0,1.0
[88. 90. 86. 86. 89. 90.],1,1.0,1.0
[86. 89. 90. 86. 89. 87.],1,1.0,1.0
[85. 90. 86. 86. 90. 87.],1,1.0,1.0
[89. 90. 87. 88. 90. 87.],1,1.0,1.0
[87. 87. 88. 87. 86. 88.],1,1.0,1.0
[ 5. 71. 68.  0. 28.  8.],1,0.0,0.0
[33. 27.  2. 64. 44. 23.],1,0.0,0.0
[73. 82. 45. 12. 77. 74.],1,0.0,0.0
[63. 73. 61. 49. 30. 14.],1,0.0,0.0
[24. 31. 64.  9. 57. 13.],1,0.0,0.0
[62. 55. 65. 39. 56. 34.],1,0.0,0.0
[85. 90. 88. 87. 89. 86.],1,1.0,1.0
[86. 85. 89. 88. 90. 87.],1,1.0,1.0
[77. 56. 37. 29. 61. 76.],1,0.0,0.0
[87. 87. 90. 88. 90. 90.],1,1.0,1.0
[90. 90. 89. 85. 88. 89.],1,1.0,1.0
[ 3. 42. 45. 71. 56. 18.],1,0.0,0.0
[88. 88. 86. 87. 89. 85.],1,1.0,1.0
[85. 90. 85. 88. 85. 87.],1,1.0,1.0
[90. 90. 86. 85. 88. 87.],1,1.0,1.0
[87. 87. 89. 90. 85. 89.],1,1.0,1.0
[12. 58. 65.  3. 26. 69.],1,0.0,0.0
[88. 86. 86. 87. 86. 90.],1,1.0,1.0
[18. 55. 40. 69.  8. 69.],1,0.0,0.0
[78. 62. 22. 34. 53. 38.],1,0.0,0.0
[87. 89. 90. 90. 85. 89.],1,1.0,1.0
[86. 86. 87. 88. 87. 87.],1,1.0,1.0
[89. 85. 88. 90. 89. 88.],1,1.0,1.0
[90. 86. 86. 86. 90. 86.],1,1.0,1.0
[72.  2.  1. 68.  8. 58.],1,0.0,0.0
[83. 13. 18. 15.  2. 62.],1,0.0,0.0
[88. 90. 86. 85. 87. 87.],1,1.0,1.0
[90. 90. 90. 89. 86. 87.],1,1.0,1.0
[86. 90. 85. 89. 90. 89.],1,1.0,1.0
[86. 85. 89. 85. 89. 88.],1,1.0,1.0
