sensor_read,model_index,expected,predicted
[20194664. 20040770. 24933467. 21658235. 10026292. 20345177.],0,1.0,1.0
[18162330. 19234452. 16434763. 11780389. 22712033.  7940241.],0,1.0,1.0
[742882. 208460. 208096. 875494. 805429. 531605.],0,0.0,1.0
[489402. 246086. 311846. 500474. 567269.  90138.],0,0.0,1.0
[683882. 746333. 746824. 995030. 771168. 586842.],0,0.0,1.0
[12998198. 25200975. 22272703.  3558058. 14338098.  1743655.],0,1.0,1.0
[ 1241424.  8076754. 10133579. 26720926. 16856739.  2270469.],0,1.0,1.0
[ 8095974. 21176705.  2338152. 27716511.  7356399. 22824643.],0,1.0,1.0
[695595. 347830. 709832. 394673. 905952. 988311.],0,0.0,1.0
[14975271. 22518437.  5029573. 19135056. 12669698. 12898123.],0,1.0,1.0
[ 6026450. 22262565. 10294593.  5918048. 16040508. 22767813.],0,1.0,1.0
[27620117. 21354888. 16458771. 23009334.  5330101. 26921940.],0,1.0,1.0
[14403240.  5015280. 17353476.  1795040. 24508315.  7794375.],0,1.0,1.0
[15265715.  1192857. 16761237.  6583467. 26589699. 11647434.],0,1.0,1.0
[394086. 308113. 875488. 324180. 310942. 744704.],0,0.0,1.0
[22070489. 12336771. 26954525. 27008034.  8319689. 20721693.],0,1.0,1.0
[929843. 253447. 198990. 203469. 177350. 429097.],0,0.0,1.0
[16470550.  3630110. 25850956. 19356415. 27449118. 23949091.],0,1.0,1.0
[ 14899. 457381. 307242. 929958. 887765.  14718.],0,0.0,1.0
[ 1629085. 13945565.  4198681.  5298765. 10404125. 20845309.],0,1.0,1.0
[197998. 807195. 764497. 787830. 479708. 875132.],0,0.0,1.0
[938878. 873128. 640010. 256611. 676123. 217645.],0,0.0,1.0
[19779379. 19550434. 23388019. 25129973. 10889905. 27981612.],0,1.0,1.0
[19176086. 11684804. 19436062. 10818071.  8624569.  1687582.],0,1.0,1.0
[ 39992. 468348. 425840. 141148. 879200. 151135.],0,0.0,0.0
[ 8376368. 23088463. 23014074.  1518444. 10212743.  3906918.],0,1.0,1.0
[260456. 419312. 290458. 751541. 786115. 523685.],0,0.0,1.0
[18023611.  4992856. 13893517. 23723444.  5192609. 19820338.],0,1.0,1.0
[18348917. 19745519.  7594436.  1309280. 11872950. 13681933.],0,1.0,1.0
[ 6173648. 16345583. 22945872. 19571362.  2137526. 21206291.],0,1.0,1.0
[ 64984. 390943. 811685. 822083. 274907. 679419.],0,0.0,1.0
[673088. 910719. 954875. 791220. 928167. 513433.],0,0.0,1.0
[120085. 619482. 724380. 305626. 106931.  68867.],0,0.0,1.0
[337775. 545489. 333849. 613042. 192746. 916140.],0,0.0,1.0
[11323677. 15750219. 10327664. 21348828. 15190753.  2458335.],0,1.0,1.0
[797682.   6908. 852532. 726898. 698763. 597110.],0,0.0,1.0
[648680.  57718. 731660. 149415. 935843. 634071.],0,0.0,1.0
[13377741.  8126096. 13563317. 21654408. 13988553.  5217700.],0,1.0,1.0
[375366. 825343.  87747. 608716. 671476. 856764.],0,0.0,1.0
[970587. 927396. 103551. 172852. 909995. 110971.],0,0.0,1.0
[756381. 342528. 908597. 231203. 338717. 862406.],0,0.0,1.0
[ 7407016.  2415488. 23703655. 16577645.  6472171. 13291372.],0,1.0,1.0
[219854. 187643. 436299.  56484. 542792. 504373.],0,0.0,1.0
[189594. 154252. 100502.  14632. 977261. 510193.],0,0.0,0.0
[ 3741206.  3946527.  7382740.  1129556.  9624778. 17248570.],0,1.0,1.0
[ 4855066. 26149984. 25492380. 20445586. 22799712. 14092936.],0,1.0,1.0
[ 3663980. 27137117. 22293137. 27336672. 26076843. 14632332.],0,1.0,1.0
[ 1272577. 22838043. 23275217.  6655321. 13035994. 27793649.],0,1.0,1.0
[13115440. 15510974. 15896930. 23952096. 27806048.  4788880.],0,1.0,1.0
[26681799. 20641589. 18494948. 18363248. 15770769. 10975115.],0,1.0,1.0
[14754010.  3531741.  3942037.  2361264. 27788070.  4662584.],0,1.0,1.0
[ 1649204. 13887376. 21077124.  4709356. 13893894. 13370881.],0,1.0,1.0
[365147. 954904. 497899. 968376. 154621. 136913.],0,0.0,1.0
[19380524. 18715269. 25908963. 27665604. 11184222. 17101607.],0,1.0,1.0
[472935. 477869. 291686.  37972. 637396. 480703.],0,0.0,1.0
[25827248. 18932350. 27084961. 20609785. 13213071. 19346632.],0,1.0,1.0
[17417396. 18697896.  2686698. 12739758. 17076300. 15569353.],0,1.0,1.0
[418249.   5344.  77720. 414830. 391496. 285079.],0,0.0,1.0
[26407595.  5798031. 23240835.  4127517.  7749167.  3236816.],0,1.0,1.0
[26626936.  6883214. 23209092.  9199089. 25476825. 27279946.],0,1.0,1.0
[545529.  17678. 495887. 331936.  90354. 149286.],0,0.0,1.0
[18765707. 24252552. 18237648. 25907971.  8506945. 12849333.],0,1.0,1.0
[240167. 841889. 659875. 826727. 595447. 808377.],0,0.0,1.0
[26982216. 19164979.  1302193.  5049321. 10563727.  3687527.],0,1.0,1.0
[18558800.  4258581.  2277501. 20827264. 12363821. 25168744.],0,1.0,1.0
[24101971.  5265963. 19643619. 26943337. 27144324. 18557215.],0,1.0,1.0
[223935.  50501. 253804. 581008. 288311. 418451.],0,0.0,1.0
[ 2086399. 12588725. 10860869. 24325177. 14441954. 24838993.],0,1.0,1.0
[18779811.  2642813. 22095327. 27193479.  6692976.  7040844.],0,1.0,1.0
[154352. 880570. 244576. 708420. 395242.  92907.],0,0.0,1.0
[937206. 971145. 657159.  65083.  76925.  20420.],0,0.0,1.0
[470464. 944614. 847900. 576973. 660212. 518092.],0,0.0,1.0
[20533221. 15677936. 10975963.  6791121. 16693922. 22755415.],0,1.0,1.0
[708851. 420791.  31067. 291184.  81670. 577869.],0,0.0,1.0
[979698. 955906. 736022. 522760.  74973.  99607.],0,0.0,1.0
[216285. 314735. 548448. 649428. 579930. 229078.],0,0.0,1.0
[26477627. 17562847. 14145480.  2435973. 20313369. 26720984.],0,1.0,1.0
[25394252. 12500554. 23224220. 12595535. 10895133. 23012569.],0,1.0,1.0
[16517423.  3730067. 19809418. 18675869. 24559055. 16106200.],0,1.0,1.0
[14096935. 26395847. 19710735. 17145488.  1682539. 10847835.],0,1.0,1.0
[ 7038791. 11040225. 19570410.  6252865.  8765751. 23599953.],0,1.0,1.0
[19915669. 13035045. 25442572. 21321402. 23773318. 13145036.],0,1.0,1.0
[516820. 901666. 418159. 938805.  46592. 736325.],0,0.0,1.0
[ 2682640.  4604684. 12123117. 21768824.  8161393. 25262388.],0,1.0,1.0
[426270. 388062.  79559. 432559. 274546. 672556.],0,0.0,1.0
[285444. 302878. 535022. 994239. 870813. 417455.],0,0.0,1.0
[ 1903751.  2281455. 26218570. 15728798. 19703208. 15880952.],0,1.0,1.0
[947112. 572354. 545115. 230465. 382313. 974547.],0,0.0,1.0
[567696. 634583. 981007. 776377. 412179. 817997.],0,0.0,1.0
[18497666. 24032538. 16969420. 14616988. 12077682. 11133599.],0,1.0,1.0
[202623. 962313. 400813. 163879. 716372. 896046.],0,0.0,1.0
[25050653. 19756057. 24656888. 25814173. 12950443.  3845687.],0,1.0,1.0
[  6723. 721172.  62896. 325862. 914192. 659847.],0,0.0,0.0
[351309. 294134. 927854. 618181. 696926. 153517.],0,0.0,1.0
[221242. 658367. 619155. 557123. 527271. 308440.],0,0.0,1.0
[671053.  44876.  29102. 914058. 832770.  89891.],0,0.0,1.0
[479407. 676453. 451968. 155563. 291177. 745724.],0,0.0,1.0
[ 18701. 368082. 814832. 863999. 165657.  92380.],0,0.0,1.0
[ 1941483. 20751018.  7826093. 11683466. 17182686.  9045416.],0,1.0,1.0
[847461. 316862. 579790. 412056. 481927. 523279.],0,0.0,1.0
[ 1769538.  8330856.  1569626. 11880940. 22507901. 25104076.],0,1.0,0.0
[ 8968983. 12231519. 22785828.  3802083. 19193485. 26451760.],0,1.0,1.0
[695964. 570458. 788181.   7474. 709514. 911587.],0,0.0,1.0
[11413723. 25669980.  8425328. 15641025.  9174698. 19983274.],0,1.0,1.0
[205079.  46092. 964007. 509515. 140948. 225265.],0,0.0,1.0
[15056737. 17047636. 24522450. 18395983. 14289654.  2820388.],0,1.0,1.0
[968860. 493960. 536688. 725635. 720352. 518582.],0,0.0,1.0
[11352265. 27957185.  4524895. 10612751. 18196580.  6349151.],0,1.0,1.0
[ 4301583. 10706904. 10624647.  3883939.  9388759.  6374484.],0,1.0,1.0
[507245. 550790. 671328.  93063. 243593. 500939.],0,0.0,1.0
[26956274. 25010034.  5477189.  4531127. 19213454.  6948000.],0,1.0,1.0
[124724. 626426. 783543.   9673. 813280. 519446.],0,0.0,1.0
[229823. 411822. 692002. 712833.  78176. 764066.],0,0.0,1.0
[ 42839. 156520. 216924. 431747. 779856. 139175.],0,0.0,1.0
[5.29497e+05 8.35350e+05 7.20000e+01 4.57751e+05 2.35883e+05 6.39368e+05],0,0.0,1.0
[15485112. 13854617.  7871795. 13900097. 27208633. 27253571.],0,1.0,1.0
[20951131.  9878126. 14280806. 18557431. 25668141. 11691546.],0,1.0,1.0
[791971.   5818. 386339. 334560. 982131. 844328.],0,0.0,1.0
[27627486. 18943221. 27719977. 25366058.  6409233. 12090166.],0,1.0,1.0
[481825. 462018.  28431. 885286.  67413. 645655.],0,0.0,1.0
[468762. 243230.  79994.  25689. 858020. 454071.],0,0.0,1.0
[491113. 229940. 167322. 786995.  67231. 804130.],0,0.0,1.0
[21185123. 25080344. 22781071. 21319946. 20673803.  3398173.],0,1.0,1.0
[16722238.  4176841.  8510846. 26596873.  7990941.  8949633.],0,1.0,1.0
[ 4671927.  5617958. 23626937. 18336642. 27377286.  2127474.],0,1.0,1.0
[162979.  63283. 970465. 186264. 724954. 523606.],0,0.0,1.0
[19884481.  8144637. 14764290. 16139014. 14696060. 25599330.],0,1.0,1.0
[ 6939018. 19491785. 25905582. 19168246. 14180538. 23559204.],0,1.0,1.0
[21412577. 16083491.  9843511. 11514461. 13521503. 21650706.],0,1.0,1.0
[978345. 959788. 752817. 228473. 985450. 287100.],0,0.0,1.0
[22535685. 25961018.  4872394. 11061408.  5527663. 20761585.],0,1.0,1.0
[11517006. 15959821. 14340497. 17259206.  2093301.  9406650.],0,1.0,1.0
[22570585.  6907608. 17199641. 25555410. 20005724. 14371472.],0,1.0,1.0
[17644670.  6516089.  2668422.  2304663. 13339387. 14959738.],0,1.0,1.0
[20357778.  4045450. 27797172. 21461519.  1724989. 10810138.],0,1.0,1.0
[ 5420243.  5713838.  9103628. 27319277. 26251662. 26825270.],0,1.0,1.0
[852481. 493577. 876544. 741803. 758186. 607775.],0,0.0,1.0
[24694589. 20700001. 18699575.  9752058. 13931333. 18575072.],0,1.0,1.0
[20444953. 24486324.  4257862.  4389739.  5502941. 17086206.],0,1.0,1.0
[518359. 643167. 621337. 990295. 143990. 538079.],0,0.0,1.0
[685168. 520821. 194854. 847695. 157467. 797007.],0,0.0,1.0
[789161. 387752. 499295. 804989. 582574. 133948.],0,0.0,1.0
[ 5723281.  6006580. 17326464.  9258200. 26513787.  3252594.],0,1.0,1.0
[432613. 536914. 414358.  83268. 992560. 515495.],0,0.0,1.0
[ 9498107. 16117398.  3665888.  3469534.  1913220.  1109318.],0,1.0,1.0
[990427. 409916. 853099. 442009.  96860.  88772.],0,0.0,1.0
[ 4040240. 27000370. 16778054. 11373650.  5771531. 14414893.],0,1.0,1.0
[392387. 769985. 705355. 312142. 352816. 532365.],0,0.0,1.0
[430792. 498001. 850095. 558109. 986544. 102290.],0,0.0,1.0
[25783551.  2841541.  2142575. 10188867. 25506369. 25194266.],0,1.0,1.0
[912888. 631138. 620071. 477664. 507625. 939191.],0,0.0,1.0
[13648033.  7260827. 10264091. 21894296.  8039714. 18823253.],0,1.0,1.0
[14210324. 23137883.  3786062. 17235236. 22712090. 26504649.],0,1.0,1.0
[494630. 286534. 152160. 545206. 572764. 955414.],0,0.0,1.0
[ 17639. 729888. 379052. 356735. 219623. 624744.],0,0.0,1.0
[275024. 627851. 159894.  57871. 461288. 534134.],0,0.0,1.0
[19649837. 24521963.  9862605.  3635845. 16794943.  8726321.],0,1.0,1.0
[571492. 376601. 777370. 498853. 214303. 984262.],0,0.0,1.0
[ 67012. 292073. 407510. 334737. 665369.  39591.],0,0.0,1.0
[24428704. 20111058.  1823766. 20601744. 24278002. 21247365.],0,1.0,1.0
[ 4977273. 14771115. 17867946. 25747442. 11829287. 27179415.],0,1.0,1.0
[674557. 495166. 730999. 613914. 665653. 495490.],0,0.0,1.0
[402669. 718258. 784433. 554906. 709138.  73884.],0,0.0,1.0
[10700452. 17432631. 27426443.  2150881. 21815019. 12509119.],0,1.0,1.0
[598055. 317138. 621106. 590584. 891201.  76411.],0,0.0,1.0
[ 33311. 437885. 749304. 863917. 349563.  33442.],0,0.0,1.0
[ 5746771. 25992531. 23631987. 19059328.  5799675. 19277778.],0,1.0,1.0
[513353. 998335. 464705. 529681. 521849. 301655.],0,0.0,1.0
[12923211.  5099807.  9122440.  3831121.  7077059. 14106408.],0,1.0,1.0
[147023. 840850. 502100. 606127. 483366. 416627.],0,0.0,1.0
[ 4560483. 27601395. 13488271. 13630783. 11739438.  7337780.],0,1.0,1.0
[15331876.  4104753. 26790835. 13844598. 15574764. 20844996.],0,1.0,1.0
[ 9047326. 19123897. 17422929. 18093881.  2851893. 23134988.],0,1.0,1.0
[216452. 884882. 960588. 351341. 776065. 715493.],0,0.0,1.0
[747428. 113383. 766371. 811540. 129108. 171873.],0,0.0,1.0
[20227255.  2042606. 22573317. 11530472. 17981028.  6534471.],0,1.0,1.0
[22872884. 12313330.  8750041. 17246292.  3860189.  3134303.],0,1.0,1.0
[23444218. 10175291.  1909467.  4621582. 20408891. 12928470.],0,1.0,1.0
[896381. 839571. 494736. 784675. 264456. 674358.],0,0.0,1.0
[ 7130731.  7671342. 17830855. 20206238. 14034904. 17830487.],0,1.0,1.0
[ 51709. 212276. 292110.  44427. 134012.  21403.],0,0.0,1.0
[ 1965110. 15526218. 14702915. 26035149. 24034718. 23985528.],0,1.0,1.0
[ 2331112. 10679561. 26872110.  7033162.  5548606. 18320267.],0,1.0,1.0
[25484578.  5101724. 13205258.  1782850.  4549958. 13369325.],0,1.0,1.0
[ 1119758. 17630238. 23520134. 26313836.  6821327. 13413212.],0,1.0,1.0
[22108175. 15156425. 10901483. 16227521. 26146587. 26360587.],0,1.0,1.0
[22713101. 12618971. 11799188. 13094917. 27514566.  8538855.],0,1.0,1.0
[13196619. 25249627.  3964275. 27250962. 14532367.  1999072.],0,1.0,1.0
[608617. 600847. 677066. 808028. 548788. 484612.],0,0.0,1.0
[104585. 718825. 343034. 611496. 650135. 164353.],0,0.0,1.0
[26487914.  2155315. 27257617. 18389362.  1584395. 16378540.],0,1.0,1.0
[609694. 515728. 206136. 803838. 189593. 195880.],0,0.0,1.0
[ 1547208. 15602136.  3009427. 21535278. 25595368.  2059751.],0,1.0,1.0
[18563594.  2995028. 17281350. 20633137. 27594787.  3177994.],0,1.0,1.0
[23591596. 24497891. 19418369. 11638574. 11254297. 21752937.],0,1.0,1.0
[12925049.  2461046. 10802464. 25733544. 11878899. 13887265.],0,1.0,1.0
[25407533. 24265827.  5736805.  1550778. 10829795. 16782958.],0,1.0,1.0
[11457739. 26295992.  7832152. 22038287.  7036469. 17901946.],0,1.0,1.0
[449324. 169595. 106826.  19539. 518442. 897647.],0,0.0,1.0
[26284740.  6079005. 10532221. 22557760. 20867860.  6192009.],0,1.0,1.0
[23503775.  6840304. 10633230.  7260685. 15928146.  8037008.],0,1.0,1.0
[264979. 758706. 267231. 658942. 352193. 832895.],0,0.0,1.0
[17215343.  9389304. 13360945.  3063742. 22666412.  8621875.],0,1.0,1.0
[20836227. 21542856.  6496917. 24909977. 24751067. 12374749.],0,1.0,1.0
[590708. 865546. 447810. 274677. 155400. 920964.],0,0.0,1.0
[ 5439937. 20381358. 12582115. 20185980.  4046593. 26400040.],0,1.0,1.0
[ 5739698.  9417061. 22543751. 14111573.  2731774. 12233816.],0,1.0,1.0
[18088322. 25926709.  9811345. 25975039.  8410450.  5333202.],0,1.0,1.0
[ 89289. 403806. 384594. 917356. 113985. 835279.],0,0.0,1.0
[11182746. 22329696. 17658924. 22951551. 14189014. 24924202.],0,1.0,1.0
[568088. 753091. 284550. 189736.  21512. 383736.],0,0.0,1.0
[120660. 713607.  21982. 226406. 749341. 343321.],0,0.0,1.0
[372093. 557771. 256097. 643301. 226545. 937251.],0,0.0,1.0
[154272. 782128. 391607. 900141. 808504. 867341.],0,0.0,1.0
[20666411. 19443801.  1115773.  2312564. 11231772. 26304483.],0,1.0,1.0
[11392977. 25407837. 14512403. 20569950. 18595341. 18629617.],0,1.0,1.0
[677928. 944995. 658036. 384735. 997414. 210777.],0,0.0,1.0
[887745. 228440. 691731. 346890. 814229. 570009.],0,0.0,1.0
[362495. 864378. 286532. 583253. 918612. 406461.],0,0.0,1.0
[19603342. 11133396. 14731920. 16034226. 27567593. 12209938.],0,1.0,1.0
[250462. 171986. 255529. 468806.  25377. 216143.],0,0.0,1.0
[ 37934. 517417. 732274.  38743. 466338. 987741.],0,0.0,1.0
[22039779.  3263192. 26992029. 15396099. 20952277. 20141207.],0,1.0,1.0
[12875776. 21790661.  8574936. 26509865. 25742458.  5469520.],0,1.0,1.0
[821214. 965873. 557432. 892160. 991760. 345779.],0,0.0,1.0
[913222. 273732. 421246. 271250. 271237. 344668.],0,0.0,1.0
[ 94503. 951810. 793316. 574274. 771739. 535709.],0,0.0,1.0
[376960. 843217. 781714. 899007. 237066. 902548.],0,0.0,1.0
[17893908.  1097244.  4870277. 24279036. 22844894.  8555376.],0,1.0,1.0
[799256. 227506. 315928. 487235. 831763.  70885.],0,0.0,1.0
[27264243. 24980473. 11579489. 27126479. 22747785.  1500769.],0,1.0,1.0
[824497. 648076. 531295. 958829. 112735. 206768.],0,0.0,1.0
[  7633. 346263. 331128. 880641. 865030. 989913.],0,0.0,1.0
[18528955. 20990605.  2445870. 17842156.  7567480. 22159046.],0,1.0,1.0
[458328. 446572. 789694. 342225. 860290. 572503.],0,0.0,1.0
[ 3448495. 25170844.  6313919. 23956675. 26776923. 14579355.],0,1.0,1.0
[21633405. 13468620. 23911282. 18147709. 16969170. 20884472.],0,1.0,1.0
[27252097. 11901990. 15427831.  9848428. 19114819. 20407898.],0,1.0,1.0
[737348. 937878. 317030. 318006.  47197. 468773.],0,0.0,1.0
[ 7754826.  6432648.  5268113. 19639343. 18616609. 26300801.],0,1.0,1.0
[ 8585914. 16847334. 11170993.  4279677. 12063908. 21256547.],0,1.0,1.0
[17195307. 18866689. 27260474. 20304458. 15073092. 22510006.],0,1.0,1.0
[797134.  59159. 455072. 891931. 804578. 552955.],0,0.0,1.0
[486345. 793645. 651909. 856982. 684707. 828480.],0,0.0,1.0
[328669. 815924. 976915. 127726. 318446. 331489.],0,0.0,1.0
[267613. 951678.  13575. 763066. 560790. 385758.],0,0.0,1.0
[25834162.  2767156.  4206995. 23690190.  1450712.  9895924.],0,1.0,1.0
[ 9303108.  5734628. 24963791.  8000229. 23028067. 21733972.],0,1.0,1.0
[12161900.  8568274. 17489347. 11324787. 22432503. 19718739.],0,1.0,1.0
[ 9968691. 26655595. 12968365. 25477094. 17580545. 16678622.],0,1.0,1.0
[635242. 304385. 557191. 279237. 681674.  76428.],0,0.0,1.0
[316003. 676375. 186683. 256391. 967902. 503912.],0,0.0,1.0
[528022.  53669. 228087. 386565. 497289. 648505.],0,0.0,1.0
[467359. 630660. 102506. 803163. 364256. 917152.],0,0.0,1.0
[209854. 905902. 881469.  51451. 860778. 222449.],0,0.0,1.0
[16436486. 12094657. 22609705. 15974217.  4908599. 11339137.],0,1.0,1.0
[500310. 184404. 245664. 157401.  57617. 340176.],0,0.0,1.0
[13998919. 13723673. 12614513. 10256489. 13750779.  2278527.],0,1.0,1.0
[25161494.  3725490. 22070683.  2953121. 26546505.  6210248.],0,1.0,1.0
[881873.  55056. 637470. 843059. 584954. 100058.],0,0.0,1.0
[535252. 239526. 157880. 775460. 571738. 847169.],0,0.0,1.0
[24306456. 20786887. 19657863. 21137838.  8326663.  1032009.],0,1.0,1.0
[791258. 220740. 835959. 213162.  31780. 703194.],0,0.0,1.0
[589687. 163618. 998631. 949474. 933198. 265880.],0,0.0,1.0
[15516913.  8282942.  3283206.  7799016. 25057131. 22958736.],0,1.0,1.0
[175112. 326295. 191748. 227734. 465857. 652910.],0,0.0,1.0
[487556. 977302. 621680. 785465. 244255. 275012.],0,0.0,1.0
